Ratings,Reviews
1,"We went for Saturday brunch to Leela, Bengaluru. I was expecting a lot more from Leela. Having been mighty impressed by the service and food in Leela, Chennai. I was extremely disappointed with the tardy service & the cold and tasteless food for most items barring the chicken donne biryani, baked yogurt."
5,"Visited the place with a friend on there Sunday brunch. We opted for the outer seating as there was a live band, thatÇÑs how the moment began. Kick started with a beer with fish & chips to medium rare beef steak with mushroom sauce, grilled chicken breast and Philadelphia cheese cake with coffee to end the course† The fish was served with a perfect thin bread crumbs, perfect crunchiness and the mushroom sauce with the beef steak was Çthe pairingÇÑ. They have options for sauce, so you can choose accordingly. Must try the fish& chips and the cheese cake The best place for brunch in town. Cheers team citrus !"
5,We were 3 people and we shared the food. The cheesecake was decadent. The pizza was very flavorful and perfectly done. The Risotto was creamy and perfectly balanced.
4,"The Leela palace is a beautifully luxurious palace. It's huge and well maintained. I was thrilled to have lunch from Leela palace. The ambience is amazing,with indoor and outdoor seating.While comming to the food, there was a wide variety in salads, main course and the desserts. The salads options were good, with all kinds of meat and vegetarian dishes. The main course was good too. Loved the paneer and mutton. The desserts was my favorite part. Lot of options. Loved the creme brule, Pana Cota, baked yogurt. The chocolate dishes were good but a little too sweet.Overall, had a great time in this amazing palace. Loved the ambience."
1,"We went to Citrus Leela today, it was a team lunch to celebrate our new platform product launch. While the food was great and so our spirit to unwind and have fun, the staff was disappointing. They were quite unwelcoming and discourteous what a pity! I hope you guys work towards training your staff better. We have been to many such places for team outings including Oberoi and they provide much better experience! Never Again."
4,Went for lunch and ended up having the buffet although I had thought against it. Guess when your eyes are in/on your stomach then it's hard to resist.I should have stuck to my instinct of ordering ala carte as buffets usually are standard and I've never been wowed by any buffet leave aside the one at Citrus.When you have bit of everything then it's hard to enjoy and justify any particular dish. Although I leaned towards the buffet as I saw my fav fav Gajar ka halwa on display but it didn't measure upto my expectations.The brownie was out of the world and besides that there was nothing much to write home about.As usual the service as expected at Leela was top notch but I am moving away from buffets for sure.It's not a dig at this particular one but in general it's just not doing it for me.To Ala carte.....ç
4,We went there for a formal luncheon. Mostly fit for corporate engagements. The buffet spread was huge. It is suitable for all sorts of palettes.
4,"After many years we thought of going to Leela palace. The place is just amazing and is so relaxing to be in this hotel.There is absolutely no need to talk about the ambiance as everyone knows that it is one of the best.So we tried the food at citrus this time and ordered, a chicken breast steak, veg biryanis, veg platter and a desert platter..All the dishes was good but the desert platter is a must try..We will be visiting this place more often only for the awesome desert platter.."
4,"The place is beautiful and you would love to have any meal here, it is quiet and has a lovely decor. In terms of food, it was good. We opted for a buffet and a few mock tails. I ordered an orange mock tail and it was yummy. The main course was good as well. Apart from the drinks what stood out for me was the deserts. The shahi tukda was really rich in taste and fresh. The Panacota was really good too. Overall experience was good, however, for the amount they charge I am not keen to visit this place that often."
5,I had been here twice and I had a funny experience. When I came here first time I was not aware that I need to choose the restaurant in the Leela palace as per my food interest and I am expecting something which is not available and at the end rated them low then I was guided to choose the restaurant. I can give 5 star to Citrus
5,I had been here while staying for their Breakfast Buffet. They have an elaborate spread of a variety of different cuisines and you can choose what suits you best. The ingredients are fresh and the dishes are all flavorful. Truly worth the visit.
4,"Leela Palace the garden cityÇÑs only modern palace hotel looks ultra luxurious,we went for lunch buffet and the spread of the buffet was huge, taste of the food and desserts was good,service was perfect.Overall a wonderful experience!"
4,"It is an awesome place to sit leisurely and have great food.The service is humble and elegant. But I felt that people are not attentive. Only 50% of the people there found to be attentive.The environment is awesome! Typical Leela experience. Loved to spend time there after a long time!Went for a Saturday namma Bangalore buffet.The menu is vast and great.Starters: Chats, veg/non veg starters, pav, stir fry everything was good. Especially the pav and chats were awesome! Had a vast collection of salads too!Main course: Really awesome! Had a great collection and loved it.Desserts: Here is a down side. They had a good collection. But all desserts which had chocolate in someway were way too sweet. And most of it contained chocolate. So it was a real big down.Only almond ice cream had normal sugar and others were too sweet.Service : 4/5Ambience: 5/5Starters: 4/5Main course: 5/5Desserts: 2/5Overall a good place to hangout!"
2,"My cousins had previously been to this restaurant and they were all happy about the food, ambience and service. I went there based on their recommendation and was disappointed by the food, it was average. I felt it was not worth the money. You could argue that extra money is for the ambience/ service they provide. But guess what, we were seated outdoors, and I saw a rat roaming around the tables, which I did not expect at such upscale place. I reported it to the manager and they acknowledged it and arranged a indoor table for us. Still my experience was screwed, my bill was waived off by the manager, even after I repeatedly insisted on paying. But at the end of the day I was left disappointed with food(The pasta was chewy and salty) and the experience. I hope the restuarant staff will take care of rodent issue."
4,"Since my office is in the Leela complex itself, I had a chance to dine-in here multiple times for breakfast and lunch or even coffee. Every time, I visited there, I was impressed with their hospitality.They have a huge spread any time of the day and I must say that you will not fall short of options here. Since I am a regular at 'The Leela' - Mumbai, I made a comparison subconsciously while reviewing this place. Though I found Mumbai had a better overall feeling but this place is no less.The things which I found exclusively in The Leela, Bangalroe is fresh coconut water. Obviously, they have more south-indian dishes on offer being in Bangalore.Overall, I am a regular here and can share more as I go."
4,"This was one of the few places still remaining on my bucket list and Grill Night on the first Thursday of May happened to be the date that I decided to finally out Citrus.As the name suggests, the BBQ/grill section of the menu gets straight to the point with items including beef patty, tenderloin, teriyaki, lamb tajdar, shish touk (chicken), assorted seafood (fish, shrimps/prawns, octopus/squid) and paneer.Beef with BBQ sauce (done to medium/med rare) stood out. Prawns and fish were good too (although octopus/squid was a bit bland).The counters with cheese (Gouda, Brie, Emmental), salad (Asian grilled fish with mayo, lamb seekh with onions, chicken tikka, baked fish with broccoli/orange, seared beef with veg, roasted lamb with pomegranate, prawn with pineapple, smoked ham and tandoori veg) and cured/cold cuts (pork mortadella, salami milano, chicken) had something different to offer with each dish when it came to flavor.Main course items included Dal, kadhai paneer, rice, noodles, roasted baby potatoes, and chicken stroganoff.Dessert included cheese cake, apricot/orange cake, coconut blueberry mousse, linzer torte, white choco strawberry mousse, mango milk choco mousse, black forest, golden apricot cake, choco passion mousse, choco mud cake, jamuns and of course, assorted flavors of ice cream.Desserts were a bit underwhelming but the black forest, mousse and ice creams were well put together.I ended the night with a cup of black coffee.Service was prompt and hospitable (as expected).Food - 4/5. Service - 5/5."
4,"Tried their buffet with my team from work. Excellent service and very good food with a lot of variety to choose from. They had a crazy number of options for starters. Main course comprised of different cuisines too. They had some great desserts, but I think they could have done a better job on some of their pastries."
5,"My stay at leela was truly a delight, one of a kind experience. Everything was so classy about the hotel, be it their common area interiors or room decor. The furniture was one of the finest quality I've seen. Also, I got to devour the amazing breakfast they had to offer. Ours was a breakfast buffet but we choose to order in the room only. I ordered Pancakes, waffles, poori sabji, Fresh fruits, Juices, an omelet. Everything was just perfect in taste and I had the best pancakes of my life there. The whipped cream, blueberry Jam, maple syrup and chocolate syrup accompanied with the waffles and pancakes was extraordinary. I would definitely be back soon."
4,Had a great Sunday brunch. Along with a variety of cusines available for the buffet brunch they also have a few live counters where you can order some dishes to your specifications. Good variety of desserts as well.
4,"Was dabbling between places to be able to give my sister the best birthday day breakfast. Landed here after much research. Everything we ate was great. Despite some reviews stating their service, it was good. The continental section has really good selection, the pancakes were fully and light, best I've had in Bangalore. Their baked selection was awesome, must try. Suprisingly their south India fare was beyond expectation. Half of us ate almost all the offerings in that section and it was delightful.Unfortunately I have to agree wrt the communication. We had called in advance and booked for a cake for the bday, they missed this somehow and we had to wait for quite sometime before they got us the cake. However it ended on a sweet note as the cake brought was delicious. I appreciate the gesture even if the missed getting it done earlier.I would definitely visit again and highly recommend the spread."
2,"Had been for lunch on sat 23 March. It has a beautiful ambience and good courteous staff. Place is nice But the choices in the buffet was disappointing for me with the money been paid.The starters were mostly salads in veg and non veg so they were not hot or with masala, the main courses didn't have too much variety. The live counter served Asian stir fry which was good, pav bhaji was disappointing. Desserts were nice with varieties of ice cream, but nothing indian specific like gulab jamun or gajar halwa etc. Didn't provide me the value for money."
5,#Ambiance #food #place #people all sum up and justifies the name #Palace no less than a royal feast for eyes and tummy. Have been going there for quite some time and have never been let down a perfect place for #Bussiness and #Personal space
4,"Great experience I had! Ambience is cool. Service was good. Food is yummy, the quantity is also high So as compared to the price , I would say its worth it! Mocktails are good too. I would suggest you to visit this place atleast once.Ç #happyeating :)"
4,"The best North Indian food in Bangalore. Great ambiance, very good service, we had a buffet, it' was amazing, all dish was very nice, specially North Indian food fantastic, and also dessert menu delicious"
4,"A menu which has a little bit of everything. So engaging a diverse crowd and picky eaters is not a challenge.Service is good, at times the host was a tad too pushy with the wine list. Glad they the had the KRSMA wine in stock, nurtured right here in KarnatakaThe fresh hummus ground once we ordered was perfect. The main course fish were done well. For outdoor seating, they should fire up whatever is required to keep the mosquitoes away as soon as the guests come.Macaroons were good, but could have been lighter."
1,Absolutely disappointing for vegetarians on a grill night buffet. There is nothing for vegetarians other than paneer. Nothing for main course as well. Wasted 3k for absolutely nothing.
5,One of best breakfast buffet spreads in Town!!Amazing food & service this place offers you . The quality of ingredients & products on buffet are outstanding!Quality of fruits on buffet are outstanding & you get a perfect half moon omelette with accompaniment of perfect grill tomato.You should try there multigrain Croissant & Uppam with lamb or egg stew. The way they garnish there Bircher musli with jar.Special thanks to Chef Giri Manni he keep on details on food which is served to customers!I personally will rate this place 10/10.Thanks to Ashish or Akhil who was serving coffee to me!Great food & service! Kudos to Leela Bengaluru!Definitely visit this place again in a week ççç
4,"3.5. Awesome outdoor ambiance, good food, average service. Sums it up...Was here for dinner. Had mezze platter, veg tacos, mozzarella. All three were quite good. Tacos need special mention though. Soft shell and crispy veggies. It was the star of dinner for me. Pricey, as expected being a Leela restaurant."
5,"I took my parents out here for dinner to celebrate their wedding anniversary. The ambience, service and the food was par beyond excellence. We tried chicken angara and manchow soup for starters and both of them were great in taste. For the main course, we had vegetable biryani which was flavourful to bits. The taste and presentation won us over.They also presented a complimentary cake to mark the anniversary celebrations. It was a cute little one and had a fabulous taste.I would definitely love to visit the place again. The service is commendable."
5,"Brilliant place. The buffet spread was so lavish. The ambience is stunning!I was lucky to try buffet with Bangalore local food theme.It is difficult to try all the spread there r so many varieties...The buffet was 1.9k + tax, but worth it.The food is delicious!Both inside and outside seating are great.."
4,I went there on Christmas time and the decoration was splendid. ç We just had Moulin De Gassac Chardonnay by bottle as we were full and on a date. Amazing wine though. Cleanliness was an issue but the ambience made up for that.Visit for the experience Ñö
2,Food - 2/5Ambience - 4/5Service - 3/5Must Try - DessertsClue - Desserts and Salads were really good. But appetisers and main course were not at all good.Need to up the taste in that department.
5,"There are two reasons to rate is an absolute 5 and not just because it is Leela.1. The best North Indian food in Bangalore..my Father in law is a huge critique on this type of cuisine and he said that the chef nailed it...2. The steak was awesome ..may be a few decimal places lower than JW but worth it.Obviously need not have to talk about service and ambiance, it's already understood.Actual Rating - 4.8....prices could have been 10-15% lower and didn't have a Zomato.."
3,"Been to Citrus for lunch. Food tastes good , but there is no much option for vegetarians. Unfortunately the day we went had so much crowd, we waited in long queues."
1,IÇÑm giving one star only for the ambiance. 48 hours later after the buffet I had on 9 December for lunch I had severe food poisoning. My mother in law was very close to getting admitted to a hospital. The barbecue was as cold as a popsicle. Service was kind of ok. Was just wondering if it was the sushi I had. I will never know. Anyway thatÇÑs it for me at citrus
5,Citrus is an excellent buffet place in Leela bangalore. Their spread is really good and well made. Paradise for dessert lovers with sticky pudding and creme brulee.
4,"Went for a team lunch.Ambience: Royal, classy and picturesque.Food: Huge variety to pick from for a buffet. Various cuisines to try.Service: Friendly and courteous staff."
4,Had been here with family for lunch. Ambience is too good. We choose to go to Citrus where they had good spread of buffet.Staff were very friendly and curtegious. We had a good experience but I felt the vegetarian option could have been more and improve on taste. Overall a nice luxury place to dine.
4,The overall experience was good. The ambience and interior was awesome. We ordered biryani which I felt could have been better. The price is also in higher side what we got.
4,"Great Ambience and diverse food options. One star less for the service as we had to keep searching for the waiters. Ordered hummus basket, chicken satay, pizza and spaghetti and the ranking also goes in Same order, Hummus ranking No.1"
5,"Nothing went wrong and simply had an awesome experience with the ambience, food and service. They got enough varieties that you canÇÑt taste everything."
4,Had been here on my wedding anniversary... The ambience was nice but lighting can be worked upon in some of the areas of the restaurant as we were given a table in the corner with light which we felt was less.... Coming to food .. we ordered Bhuney mutter ki seekh which was very nicely prepared.. red thai curry with veggies was beyond expectation and the quantity served was good enough for two.... Not a big hole in pocket and overall a very good and decent experience... Recommended !!
5,"Yet another 5 star. This was our wedding anniversary lunch date, so could not afford a bad experience. A grand spread of buffet covering Indian, Asian, Mediterranean cuisines. All the foods were lip-smacking as usual and as expected! The tender chicken malai kabab was cooked to perfection with perfect mix of mild spices, which was my numero uno! Desserts had a well mix of indian and as well as western items.Service was good. Ambience was stunningly beautiful, has to be as one is inside a palace!Very satisfactory experience."
1,"Went here for Brunch 3rd time... The 1st two experiences were good but the latest one was horrible.Firstly the Menu hasn't changed a bit in last 6 months.The variety and the spread was below average.We like sushi a lot, the ones served here were not good at all... The only saving Grace was smoked Salmon.They have grills as well where they freshly grill meat and stuff. I don't expect a hotel of this category to serve such dry and flavor less meats. It was the driest chicken legs I ever had.. not acceptable from fresh grills.Now on to the drinks, I actually don't know how can someone ruin a Mohito - we had to ask for manager intervention and still the Mohito served was horrible.... it was like having lemon juice at first and later ones were extremely sour... and beers they served was only Kingfisher.. not up to Leela standards at all...Please only have sparkling wine (if you choose that package).. that's the only thing good..About the service - may be it was too crowded for them or a bad day but the service was very bad... Way too much delay in serving and it was like dumping food at the table... Pathetic...The Indian dishes taste horrible too and lack variety...So guys I would suggest to give it a pass until they refresh their Menu and pull up their socks..My next venue to try would be Ritz - The Market.. heard a lot about their spread and service.."
1,Horrible food..all the good reviews are mostly paid and by foreigners..who is not aware of authentic Indian food taste ..waste of money..decent ambiance
5,"The best brunch buffet in Bangalore, bar none. What a beautiful ambiance! I highly recommend that you the the outdoor seating.The buffet is a dessert lover's paradise. The creme brulee, tarts, and bavarois were seriously amazing. Not to take anything away from the savoury items which were awesome as well."
5,"The ambience is cozy and comfortable. I had fantastic company when we visited this restaurant. We were a group of 12-13 people. We were spilt for choices with the variety of cuisines on one menu. The food was gorgeous, every dish we ordered; right from the vegetarian Biryani, the tiger prawns, the rib eye steak with mashed potatoes and pepper sauce, the salmon steak with champagne sauce and Parmesan cheese fries, the Indian breads with fish curry, the tandoori chicken, mutton and vegetables and the rest. The staff were exceptional in their service and were efficient and friendly. The display of some of the most fascinating cakes was a work of art. A wonderful experience indeed."
4," Ambience 4.5 / 5 Food 4/ 5 Service 4.5 / 5Visited Citrus for a Sunday Brunch.. The ambience is very good, specially out door seating. Food is good the spread was excellent. The service was good. Staff were courteous. But when we visited it was crowdy. Would like to visit again."
4,Went there for buffet and it was nice. Loved their food variety. I would really like to go their for their deserts. The hotel for me is very mesmerising. I love this place. The decor is so alluring. Would definitely visit again and again.
4,"Traditional typical five star hotel, as we went from office for a dinner party welcome was so nice, after they made nice table for seating, we ordered starter in veg, after that I took Thai green curry in chicken with roti nan and finally desert in sweet rasmalai was so nice and well, overall the experience was so nice"
3,"When we visit a place like the Leela, which is an iconic hotel in Bangalore, we have really high expectations, and I had reserved this visit for a special occasion. I finally took my family to Citrus for dinner on Sunday for such an occasion. The hotel is gorgeous, and sitting in the patio of Citrus will make you feel like you are in some tropical rainforest. The food, however, was really a disappointment. We ordered the Mulligatawny soup and the Mezze platter for appetizers. I had a salmon steak with Bearnaise sauce, which was really amazing and my 3 stars are solely for the salmon. For dessert, we had the French toast with caramel ice cream which was the most uninteresting dish of the meal. The French toast lacked any unique flavours, and the presentation was quite sloppy. I have never seen my wife not finish a dessert before, but it is sad that the first time had to be at the Leela. In recent times, there has been a boom in amazing new restaurants all over Bangalore, and though Citrus is close to being one of the most expensive ones, it doesn't come even close in terms of uniqueness or taste."
3,"When Life Gives You Lemons, Make Lemon Tart çLocation - Citrus, Leela Palace What is it - Lemon Meringue Tart This tart is filled with a luscious creamy lemon curd that definately wakes your taste buds up. Wish I could see the flaming of the meringue, nevertheless it was a delicious and refreshing snack. Time to go get one yourself çhttps://instagram.com/p/Bn8cAiHBYd8/"
4,The Best Sunday brunch in Bangalore at Leela palace.I have been to many places but this is the one most happening brunch in City.They have live music and live counters scattered around the place. There are grill counter open bar and live pastas.You will enjoy Sunday afternoon with great service and food.
4,I tried the breakfast buffet and been here for dinner as well. Quite a nice place. The food is delicious and the ambience is great. They have a great selection of wine as well.
3,"This is one of the most romantic place in Bangalore. Just love their outdoor seating. It's best to go in the night. Ambiance:They have both indoor and outdoor seating. The indoor is a normal fine dine restaurant. The outdoor is simply superb. The tables are surrounded my plants and the place is lit by fire. Food:I opted for the ala carte menu. The food isn't that great. Don't expect too much.The starters were good compared to the main course.We had ordered vegetable dum biryani, it was horrible. The worst biryani I have ever had. It didn't taste anything like biryani. Very plain and bland.The staff was generous to prepare another biryani but that too wasn't great. Don't order biryani.Å Guava mint mocktailÅ Bhutey mutter ki sheek: this was the best dish.Å Paneer tikkaÅ Alfredo pasta: neither cheesy nor tasty. Over all experience:The food was a huge disappointment. Paying a huge price for such bland food not worth it.Visit this place only if you want to have a romantic and peaceful dinner.The staff was very courteous and professional. I'm giving 3 star only for the ambiance and staff.Ambiance: 4.5/5Food: 2/5Price: 2/5Service: 4/5"
5,These guys had the best Blueberry Cheesecake once upon a time. I don't think they're available but this was the \
5,"Great place to spend some time . Food is great with many varieties Arabian, chinese and Indian. And also live counters pizza, pasta n pav baaji. Well trained staff."
4,"It's been a long that I haven't reviewed a place. So this is what I have got for you all. Citrus, The Leela Palace, Bangalore. The spread is awesome, more than the indian dishes I enjoyed the pan asian and Italian cuisine. The buffet throws you with a choice of amazing salads which you didn't miss. My favourite out of all was the ham salad (I don't really remember the name). There is this one dish from.main course which stole my heart was a crumb fried chicken in tangy tomato sauce. The chicken in served on the sauce which gives you the pleasure to enjoy the crispy chicken when you bit it, and the tangy tomatoes sauce add flavour when u chew it. Gosh, I am salivating now.Coming to a small area where they can really work on is the bakery items. The vanilla sponge, it was very hard and the recipe needs to be worked on. The mousse, please don't beat it too much as the silkyness of a a smooth mousse was missing.For me it is a yes."
5,"Citrus has been ever since The Leela has been around. And in my opinion, dozens of five star hotels have started since then, but there is a unique charm about the hotel and this restaurant now renovated is as good as it can be. The interiors are nice and the space and the ample seating bring in a sense of abundance.Went to the restaurant twice a week ago. Once with colleagues and once with family. The review is based on the last visit with my folks at home.We ordered Mojito and water melon juice for beverages, Hot smoked Chinese char Siu pork ribs and Murgh Angara for starters and the mains were from their grills. Tenderloin steak with sautÉ©ed mushrooms and barbecue sauce.For Desserts, we ordered their ÇìChocolateÇù and ÇìOrangeÇù.The mojitos were really nice and well made. The Water melon juice for my nieces were great too.While Murgh Angara was cooked to perfection and the chicken tasted great, the kids appeared to want all of it for themselves. Good sign!The pork ribs were terrific. The balance of sweet and spices were so nice that we asked the waiter to repeat the order twice! Wasim who took care of it listened to every detail. When we said the second serving somehow had bare bones, he ensured the third order compensated for that with really good ribs.The Steak was fantastic as well. Perfectly cooked meat paired well with the beautifully sautÉ©ed mushrooms and barbecue sauce.The Chocolate (Chocolate Guanaja Gianduja chocolate fudge, salted caramel, hazelnut nougat and dark rum ice cream) is probably the best desserts IÇÑve had off late. While a week ago the fudge was a tad lighter and I could sense an amazing crunch in between, this time was a little denser.But the nougat was fine and the dark rum ice cream was terrific. CanÇÑt write enough of that ice cream. A must have if you fancy alcohol in your dessert.Fascinated I checked what the ÇìGuanaja GiandujaÇù meant in the dessert. Apparently Guanaja is a brand and Gianduia is a sweet chocolate spread containing about 30 % hazelnut paste, invented in Turin about 200 years ago!The orange (Cotton candy cheese cake, peanut butter mango ganache and raspberry sorbet) was really nice too. The cheese cake was perfect, and the sorbet was the best part of the dessert in my opinion.The presentation of both the desserts were excellent.Service was as expected from a place of this stature. Wasim took care of us very well and attended to every little thing including the demands from my 5 year old niece.The only feedback I have for them is about the usage of plastic straws. In fact a lot of gastro pubs have opted for eco-friendly paper based straws.The value is in the whole experience. So you pay for it."
3,"Just a hyped place because of franchise. Food was tasting too ordinary and no efforts were made to check with guest if they were really liking to eat. Found the staff too casual and lazy for a Friday lunch. Though the place was nicely done and had extensive buffet options. Definitely not worth the money paid. ÇìNaam bade, Darshan choteÇù"
4,The ambience was very good. The food was amazing. But it would be good if we have sea food included in the main course and starters as well. 
3,"Lovely place, tried the pizza here. It was not bad, will probably come again and try something different next time. Love the fact that the crust was thin and perfect."
4,The Sunday brunch at the Leela's coffee shop is one of the more happening brunches in the city. Given that Bangalore weather continues to be fantastic even in the afternoon; the sit outs in the verandah and the courtyard are always full.They have live music and live counters scattered across the place; adding to the fair like bustling atmosphere of the place. There are grill counters an open bar and often a live pasta counter. These are of course in addition to the usual counters in the coffee shop inside; where salads; egg counters; India hot food area run against the sushi stall providing for a massive variety for food and drinks.We opted for the full bar brunch and they kept us supplied with endless flowing champagne and the glass seemed to be always full.In the lively and fun environment the only let down has been food. The Leela coffee shop food is never very good. It is of course not bad; just that it is sort of bland characterless average sort of tepid food which is meant to not offend anyone and ends up not being very fun either.The Indian spices are very toned down; the grills are so so in quality of meat and the food leaves you dissastified.If they could fix the food; this place could easily score a 5.Go here for the drinks and environment and don't expect much from the food and you will be okay.
5,If anyone want to have a real killah steak after a night party drive straight to citrus. A must visit place for the steak lovers and wide range of classy delicacies served with mouth watering presentation. And it is real nice to be there during late night outings. You will get a palace to occupy with your gang and a very nice place for taking a selfies too §£§î
5,"Went for a buffet lunch on July 23, 2018. Service was prompt and excellent. Buffet spread was huge and one may require a lot of time to go through it. There are nearly 6 rice items. The spread has range from Continental to Indian then Chinese. I really liked Veg biryani and Fried rice. Desserts, no need to say, it covers a lot than one actually required. I tried all veg desserts and I liked the Rasagulla and Black Forest cake.You may require lot of time to enjoy your food. Early visit is recommended. Have a nice time with your family or friends.This is my second visit. †"
3,"We had lunch there with a couple of drinks. The service was excellent as expected in Leela Palace. We ordered a hummus mezze platter. Overall is was quite good except the tabbouleh which was a bit dull. We had as well a veg pizza. Well, I wonder how such a pizza found its way in this place. I have never had to add so much chili flakes, oregano salt and peppar to cover the lack of taste of a pizza. It made look any pizza chain like a fine dining place."
4,"After citrus underwent renovation this is the first time I have visited. Leela always stands for its quality, standard and class. We went for team buffet to have the lunch experience. All enjoyed the overall experience of this class luxury palace which stays upto itÇÑs mark. They have food spread of different cuisines from Chinese, Indian, Arabic, continental... DonÇÑt have any fav dish to recommend you guys as All were equally good and definitely filling your appetite.Try this place for experience, I am sre you wonÇÑt regret."
4,"Love the spread... deserts are really good..! Starters could be better. But the ambience, service and the overall experience was worth it..!"
4,"The Leela Palace definitely lives up to its name with its ornate and beautiful interiors and ambience. Went to Citrus for their lunch buffet, they had a good spread of choices from Arabian, Indian, Italian and other Western cuisines. The waiters are quite helpful and courteous as well who are well aware about the cuisines and the dishes. Don't forget to leave space for the dessert as there is a lot to choose from to end this satisfying meal."
3,"The leela palace is obviously a beautiful place. So of course the interiors, set up, ambiance is all well. The thing which hit me most was they do not have any insect repellent machines. Post dusk, they encourage people to sit inside because of mosquitoes. And when u ask them, they just provide you odomos. Weird. Food wise, quantity is great. Quality not upto standard. They need to live up to their name and expectations. I hope they take this as a contructive criticism coz places like these definitely need to be the best."
4,Fabulous Food..however lot of dishes where kind of old.. Lots of names was portraying wrong dishes. Loved the Salads and Kheer. Service was good.
4,"This is a review that has been long pending. I make it a point to have the Sunday brunch at the Leela atleast once a quarter and we went last Sunday for their brunch. Once again, Leela has delivered an exceptional time and the food was as always immaculate. Service is beyond expectations and I couldn't have had a more enjoyable time with my family. The live band was pulling out quite a few good numbers and since we were in 'good spirits' we actually started dancing and lo and behold in 5 minutes there were almost 20 - 30 others dancing along. I must say, thanks a lot to the management for not kicking us out. A perfect way to spend a wonderful Sunday afternoon. If anyone asks me how to have a good time in Bangalore on a Sunday, I will point them to the Leela. Keep it up guys."
4,"Went to citrus today for lunch. The buffet spread looked interesting but we had ala carte because we werenÇÑt too hungry. First off the food was fantastic (the wild mushroom pizza was incredible, my friend enjoyed the chicken jalepeno one too). The chocolate dessert was heavenly, super-rich and the dark rum ice cream it was paired with was exceptional. Prices were as expected in a place like Leela. I liked the fact that the silverware was actually silver. But what I didnÇÑt like was that unlike most other 5 stars, this was super crowded and didnÇÑt make for the right ambience to have a good conversation. The tables (esp 2 seaters) are also quite close to each other which is bothersome. The service also left quite a lot to be desired. I can understand that a wood fired pizza might take 40 mins but the dessert also took over half an hour. It was difficult to get the attention of the staff as they seemed more interested in communicating with each other than looking at the guests which is disappointing in a place like Leela Food:5/5 (will go back for sure to try out the buffet)Service:3/5"
1,"We are requested to be polite and friendly whilst writing reviews but when the hospitality and care towards the customer is zero, there is only disappointment one can express. Long story short, I took my family out for a Sunday buffet/brunch at Citrus, Leela today. IÇÑll jump straight into why IÇÑm giving my lunch experience just one star! So to begin with the food wasnÇÑt tasty(the rice preparations were dry and to add to that, none of the Indian curries were worth savouring), the presentation was lousy(Cajun prawn grill in particular when served looked like an absolute mess, with the shell and meat all over the place), moreover the staff took over 30 minutes to get us the check towards the end. No IÇÑm not done yet... so when my grandmother requested for rotis at the start of the meal, the person had to be reminded time and again to bring it to the table... besides all of the above, the cake(of various flavours) which was a part of various dessert options was dry and lacked moisture of any kind. I can go on and on, and the last straw was when I eventually mentioned to the person in charge of giving us the bill, that they had delayed us for no reason, he conveniently suggested that we were writing something in the review form and hence the delay in bringing us the bill. The review/feedback form hardly took me a minute to fill, because I was ticking the same boxes for all questions. I wish I could be more loving in my review, but that would mean IÇÑd have to alter the truth. CanÇÑt do that. Disappointing experience overall and IÇÑm never visiting again. ItÇÑs sad because the last time I visited Citrus a few years ago, I had a blast."
4,"Buffet spread was never ending, there were countless options from every cuisine. The best part I just loved was deserts section. Look at the pics and you will know. It's a must visit for folks who love deserts."
4,"wide range of food in lunch buffet. quality wise not bad. but taste is not that appreciable. overall experience is good. good hospitality. though it is very expensive compared to the taste of food,still would like to go again to enjoy the ambiance"
5,"We went here a few months ago on a Sunday for their Brunch buffet.They had a fantastic spread, loads of options and I particularly loved the desserts.A special mention for the pasta, which was outstanding."
5,"Ambience was just awesome , may be the leela effectû.the staff were really helpful..had such huge spread of starters, mains and dessert that one will be confused of where to start from... just loved it..."
5,"Today I have been to Citrus, It was an official lunch Ñ ç¥. It was an amazing and finger licking  experience.FOOD : I will start with Desserts ç® as I felt so happy Ç to taste and have so many flavours. Highlighters were Mango Tart, pie ß and chocolate brownie ç . Variety n taste of breads were really good. I personally liked Veg Noodles, chicken çî & mutton curry. Watermelon ç Juice was really refreshing, fresh n soothing. AMBIENCE: it was mesmerising, full of greenery. Perfect place for date, lunch or dinner.Overall a great experience çèª. I would definitely recommend and visit this place again."
5,The food ambiance was simply amazing. We went to citrus they had one of the best outdoor sitting arrangements done. I had the best panner Tika of my life. Lemonade was not good can be improved.For main course again panner was simply amazing. They can improve on the speed of service as most of us were waiting for the nan after starters and having the drinks.It was a experience worth visiting once.
4,"Good place, good food vareity, good presentation, nice ambeince...friendly staff..the stay at the hotel was good, excellent service..I had no issues with the staff...good service..value for money..........................................................................................osum!!"
3,"An office dinner with some very senior people was arranged here. While we were pretty excited to be at the Leela Palace, the Citrus did not live up to our expectations Ç the spread was rather limited and lacked a theme. The desserts were not great either, particularly the kaala jamun, which was so hard as if it was a little too old. Although the service was very good, the ambience was very ordinary. And to make things worse for us, we were seated behind the oven, which made it unbelievably hot and stuffy. All in all, it was an experience that we didn't really cherish."
3,"Extravagant place to treat your mentor for a farewell lunch a huge spread on various cuisines.Ç North Indian, Continental, Thai, Chinese etc etc. Tasted each and every dish including many dessertsBut if the question is, if i would return? Then my answer will be,Ç No.Ç Other than spending 1700+tax there was no dish that imprinted on me that reminds of \"
